UI_VR_RECENTRE	{Recentre VR View}
WAR_NPC_SHOP_RET_RES_B_1	{%NAME% practically salivates as we review my Exosuit logs. Their eyes glaze as they relive the glory of their own past victories, their hand subtly twitching.
The Vy'keen's expression floods with respect, their expectations exceeded. They shape their hands into two distinct gestures: a tightly clenched fist, and a serenely upturned palm. They seem to be awaiting a choice...}
WAR_NPC_SHOP_RET_RES_C_1	{As I begin to access the logs of my trading exploits, I notice %NAME% seems to have dozed off. I have quite literally bored them to sleep.}
WAR_NPC_SHOP_RET2_OPT_A_1	{Choose fist}
WAR_NPC_SHOP_RET2_OPT_B_1	{Choose palm}
WAR_NPC_SHOP_RET2_RES_A_1	{%NAME% nods, clenching their fist tighter still, an unmistakable symbol of strength. They hand me a small gift before I leave.}
WAR_NPC_SHOP_RET2_RES_B_1	{%NAME% nods, the fire in their eyes tempered by long-practiced discipline. They hand me a small gift before I leave.}
WAR_NPC_SHOP_DESC_2	{Ostensibly, this Vy'keen is examining the facility's wares, but they seem to browse without purpose, fiddling with this and that.
They occasionally glance towards the sales counter, seeming to compare the merchant's brawn to their own. The glances cease when I approach.}
DNT_WAR_NPC_SHOP_LANG_2	{Pitiful work here. Vy'keen acts like Gek, exchange equipment for units, never join battle. Body is pathetic!}
WAR_NPC_SHOP_OPT_A_2	{Admire their physique}
WAR_NPC_SHOP_OPT_B_2	{Admire their Multi-Tool}
WAR_NPC_SHOP_OPT_C_2	{Remain silent}
WAR_NPC_SHOP_RES_A_2	{Emboldened, %NAME% throws an openly snide look towards the facility's merchant. Very obviously, in a peculiar display of dominance, they transfer units to me.
The merchant, who already seems dissatisfied with their rank, slouches behind the counter, seething. It seems clear that their day has been made just a little bit worse.}
WAR_NPC_SHOP_RES_B_2	{%NAME% is disconcerted when I draw attention to their upgraded, well-maintained, obviously recently purchased Multi-Tool. Even a race of warriors has need of merchants, it would appear.
The Vy'keen shoves the Multi-Tool towards me, seeming to want it out of their sight.}
WAR_NPC_SHOP_RES_C_2	{%NAME% glares, seemingly resentful of an accusation I did not make.}
WAR_NPC_SHOP_DESC_3	{The Vy'keen is pretending to read, but it is a weak attempt at subtlety: they are peering over the top of their datapad, examining my equipment upgrades.}
DNT_WAR_NPC_SHOP_LANG_3	{Vy'keen strength comes from Multi-Tool tradition! Trade important for weapon strength! Brother is foolish.}
WAR_NPC_SHOP_DESC_3A	{Abandoning the pretence, they address me directly, sharing two images of Vy'keen warriors. One is armed with an advanced Multi-Tool; the other with a simple dagger. They watch to see which impresses me more.}
WAR_NPC_SHOP_OPT_A_3	{Indicate the Multi-Tool}
WAR_NPC_SHOP_OPT_B_3	{Indicate the dagger}
WAR_NPC_SHOP_RES_A_3	{%NAME% holds themselves up a little taller. They proudly reveal a hologram of their own Multi-Tool design, customised with cutting-edge upgrades.
Pleased to share their passion for technology, the warrior points to the modules of their weapon that could be further upgraded. They are apparently seeking my opinion.}
WAR_NPC_SHOP_RES_B_3	{%NAME% barks aggressively, tapping at the warrior bearing the Multi-Tool, but avoiding eye contact as they do. I seem to have touched upon some deep fear. They refuse to discuss this issue further.}
WAR_NPC_SHOP_RET_OPT_A_3	{Suggest boltcaster upgrade}
WAR_NPC_SHOP_RET_OPT_B_3	{Suggest analysis visor upgrade}
WAR_NPC_SHOP_RET_OPT_C_3	{Suggest pulse splitter upgrade}
WAR_NPC_SHOP_RET_RES_A_3	{The Vy'keen hastens to agree with this pragmatic choice. They tear off an old upgrade, suddenly embarrassed by it, and push the discarded tech in my direction.}
WAR_NPC_SHOP_RET_RES_B_3	{The Vy'keen snorts, unimpressed. They have no interest in wasting weapon slots on data-gathering attachments. They wave me away.}
WAR_NPC_OUTPOST_DESC_1	{Though it doesn't show in their complexion or posture, this is a very old Vy'keen. Wisdom accrued from a lifetime of interstellar warfare burns bright in their eyes.
The elder seems disapproving of the crowd here, glaring uneasily at the other Vy'keens. Whatever society they were once accustomed to, this motley gathering of warriors does not reflect it.}
DNT_WAR_NPC_OUTPOST_LANG_1	{Pathetic warriors here. This is not Vy'keen tradition, this is tragedy. We have been conquered by machines. It must end.}
WAR_NPC_OUTPOST_OPT_A_1	{Sympathise}
WAR_NPC_OUTPOST_OPT_B_1	{Ask why they're here}
WAR_NPC_OUTPOST_RES_A_1	{%NAME% cringes. Whatever their concerns with modern Vy'keen society, the input of an outsider is of no significance. I could not possibly understand.
However, capitalising on a sympathetic ear, the Vy'keen raises a more specific complaint. They indicate the time, and grunt with impatience. They are awaiting a delivery in this awful place. How slowly the hours pass...}
WAR_NPC_OUTPOST_RES_B_1	{They produce a hologram of a heavily modified Multi-Tool, built to maximise armour piercing capability. It is an expensive, deluxe bit of anti-Sentinel technology, customised specifically for %NAME%'s grip.
They indicate the time, and grunt with impatience. They would be gone from here, if not still awaiting the delivery of their new weapon. How slowly the hours pass...}
WAR_NPC_OUTPOST_RET_OPT_A_1	{Offer mordite}
WAR_NPC_OUTPOST_RET_OPT_B_1	{Offer hug}
WAR_NPC_OUTPOST_RET_OPT_C_1	{Ask for a story}
WAR_NPC_OUTPOST_RET_RES_A_1	{The Vy'keen chuckles, as though the sight of the morbid compound evokes some sentimental memory for them. They pop a handful of crystals into their mouth and begin to chew.
The resultant crunching - like shattering molars - is enough to send a shudder down my spine, but the diversion pleases the elderly Vy'keen. Apparently moved by my kindness, they offer a small gift in return.}
WAR_NPC_OUTPOST_RET_RES_B_1	{%NAME% looks positively horrified, backing away the unwanted contact. Their opinion of the ramshackle crowd around us seems to suddenly improve, by contrast.}
WAR_NPC_OUTPOST_RET_RES_C_1	{%NAME% pats their weapon, looking misty-eyed. We lack the common tongue for complex dialogue, but - happy to share - they deliver their story via a methodical sequence of grunts, gestures and holograms. It is slow, but surprisingly engaging.
They describe what must be centuries of war against the Sentinels. Countless comrades have fallen, but while each unique Vy'keen life is irreplaceable, the machines seem infinite. Unaffected by individual losses.
Now in their twilight years, %NAME% is seizing their final chance to find and destroy the source of the Sentinel force. They are only machines, and must be assembled somewhere. They must be.
The elderly Vy'keen sighs. Their gruffness softens as they re-evaluate the Vy'keen crowd around us, each life precious. They thank me for listening, and give me something to further my own journey.}
WAR_NPC_OBS_DESC_1	{A number of holographic star charts, distributed across multiple devices, is spread before this Vy'keen. Placed in reverent position nearby is a crumbling manuscript, which they seem to be comparing against this celestial data.}
DNT_WAR_NPC_OBS_LANG_1	{Interloper! Worthy to give advice on holy Vy'keen journey? I seek the way to our homeworld, with aid from the stars. Where to look now?}
WAR_NPC_OBS_OPT_A_1	{Shield constellation}
WAR_NPC_OBS_OPT_B_1	{Atlas constellation}
WAR_NPC_OBS_OPT_C_1	{Blob constellation}
WAR_NPC_OBS_RES_A_1	{The Vy'keen nods, as though they expected this response. They clap me on the shoulder appreciatively, and offer units for my time.}
WAR_NPC_OBS_RES_B_1	{The colour drains from the Vy'keen's face as they consider the gravity of my choice. They honour me with a gift of their people, then insist that I leave.}
WAR_NPC_OBS_RES_C_1	{The Vy'keen seems offended by the irreverence of my choice. They growl and shove me away.}
WAR_NPC_OBS_DESC_2	{The Vy'keen silences me with a raised hand as I approach, as though listening to a sound - but I hear nothing. They input something into a terminal, and an eerie static drone begins to sound from within my Exosuit. We lock eyes, listening together.
This facility seems to have been designed - or repurposed - to trace this specific audio signal. It hisses and pops, not quite coming through clearly.}
DNT_WAR_NPC_OBS_LANG_2	{Interloper! Join me in this noble task. I listen for the death of the great Hirk. Equipment coordinate is certain, but sound is still weak...}
WAR_NPC_OBS_OPT_A_2	{Calibrate volume}
WAR_NPC_OBS_OPT_B_2	{Calibrate pitch}
WAR_NPC_OBS_OPT_C_2	{Calibrate coordinates}
WAR_NPC_OBS_RES_A_2	{I increase the sensitivity of the receiver, but the audio clarity remains poor, the crackles rising in volume alongside the targeted sound. However, the Vy'keen seems pleased with this outcome, gifting me units in thanks.}
WAR_NPC_OBS_RES_B_2	{Compelled by a strange intuition, I calibrate the device's input to tune into the lower frequencies, filtering out the high-pitched crackles.
The unmistakable echo of a warrior's roar echoes through me, clear as glass. The Vy'keen looks at me with pure wonder, listening on their own equipment. I sense that this is something utterly unique we are sharing. They salute me as I leave, and offer a reverent gift.}
WAR_NPC_OBS_RES_C_2	{I attempt to recalibrate the direction of the audio receiver, but each adjustment I make only seems to weaken the signal. The Vy'keen shouts at me in frustration, indicating that I should leave.}
WAR_NPC_FREIGHTER_DESC_1	{The Vy'keen crewmember looks me over with thinly-veiled contempt. They sense that I am not a born freighter dweller like themselves, and are suspicious of my soft planetary background.}
WAR_NPC_FREIGHTER_DESC_2	{This Vy'keen regards their freighter mates with an expression of unconditional affection and loyalty. The crewmembers' features are too diverse for them to be related biologically, but perhaps this family has treated %NAME% better than their own blood.}
WAR_NPC_FREIGHTER_DESC_3	{This crewmember seems to revel in the diversity of freighter living. They shift restlessly while the vessel is stationary, fingering their Multi-Tool, anticipating the next warp to a new system.}
WAR_NPC_FREIGHTER_DESC_4	{The crewmember seems discomfited by their surroundings, as though not entirely at ease with freighter living. Their eyes frequently drift over to a fellow crewmate - an especially virile and imposing Vy'keen. I can only guess at what their relationship might be.}
WAR_NPC_FREIGHTER_DESC_5	{The bulky Vy'keen flexes slightly as I draw near them, their eyes searching mine for a reaction. They seem young, and eager to prove themselves amongst this crew.}
NEWPOOP_NAME	{DUNG SAMPLE}
NEWPOOP_NAME_L	{Dung Sample}
NEWPOOP_LABEL	{Search Dung Sample}
HYPERFUEL2_NAME	{WARP HYPERCORE}
HYPERFUEL2_NAME_L	{Warp Hypercore}
HYPERFUEL2_SUBTITLE	{Hyperdrive Charging Unit}
HYPERFUEL2_DESCRIPTION	{A <COMMODITY>high-capacity<> <FUEL>antimatter-based fuel<>, this cell harnesses an internal black hole generator to power <TECHNOLOGY>starship hyperdrives<> across multiple warp jumps.

Cell walls are specially designed to reflect any reality paradoxes back towards the heart of the unit, where they generate additional power.}
UI_SHIPCHARGE_NAME	{STARSHIELD BATTERY}
UI_SHIPCHARGE_NAME_L	{Starshield Battery}
UI_SHIPCHARGE_DESC	{A power storage unit optimised for use in <COMMODITY>starship defensive systems<>.
 
<SPECIAL>Tritium<>-fuelled capacitors provide quick-release charge for the <TECHNOLOGY>Deflector Shield<>, but would overload smaller-scale equipment.}
UI_LOG_FRAG_NAME	{LOG ENCRYPTION KEY}
UI_LOG_FRAG_NAME_L	{Log Encryption Key}
UI_LOG_FRAG_DESC	{A fragment of the encryption override sequence for a <TECHNOLOGY>freighter's emergency log<>.

Several parts of the sequence may be required to gain full access to recorded data.}
UI_LOG_FRAG_SUB	{Incomplete Data Sequence}
UI_WAR_TABLET_NAME	{VY'KEEN TABLET}
UI_WAR_TABLET_NAME_L	{Vy'keen Tablet}
UI_WAR_TABLET_DESC	{A stone tablet bearing line after line of intricate runes. The words are unintelligible, an ancient dialect forgotten by all but the oldest of the Vy'keen elders.

The hand that carved this stone must have been extraordinary. The stonework is precise, delicate - and yet perfectly conveys the unyielding aggression its writer clearly possessed.}
UI_WAR_TABLET_SUB	{Communion of Hirk}
UI_EXP_TABLET_NAME	{DIVERGENCE CUBE}
UI_EXP_TABLET_NAME_L	{Divergence Cube}
UI_EXP_TABLET_DESC	{A glitching, pulsing data unit. It does not seem to belong in this reality.

The cube gives the impression of a silent scream, the frozen cries of hundreds of lost minds trapped within.}
UI_EXP_TABLET_SUB	{Anomalous Data Unit}
UI_FACT_TOKEN_NAME	{FACTORY OVERRIDE UNIT}
UI_FACT_TOKEN_NAME_L	{Factory Override Unit}
UI_FACT_TOKEN_DESC	{A portable data unit, compatible with most <STELLAR>planetary fabricator facilities<>.

Once access has been gained to a central control terminal, the Override Unit can divert the facilities resources towards researching new product recipes.}
UI_FACT_TOKEN_SUB	{Advanced Research Module}
UI_FRIG_TOKEN_TERM	{Freighter Research Terminal}
UI_FRIG_TOKEN_NAME	{SALVAGED FRIGATE MODULE}
UI_FRIG_TOKEN_NAME_L	{Salvaged Frigate Module}
UI_FRIG_TOKEN_DESC	{A technology module harvested from the remains of a large interstellar starship. May be collected from <STELLAR>freighter crashsites<> or salvaged during <STELLAR>frigate expeditions<>.

Useless in its current form, a <TECHNOLOGY>Research Station<> aboard your freighter may be able to convert it into useable technology.}
UI_FRIG_TOKEN_SUB	{Capital Ship Wiring Platform}
UI_SHIP_INV_TOKEN_NAME	{STORAGE AUGMENTATION}
UI_SHIP_INV_TOKEN_NAME_L	{Storage Augmentation}
UI_SHIP_INV_TOKEN_DESC	{A technology module harvested from the remains of a <STELLAR>salvaged starship<>. May also be collected from <STELLAR>freighter crash sites<> or salvaged during <STELLAR>frigate expeditions<>.
