SCAN_NO_TECH	{No scan technology installed}
REPAIR_SLOT_COST	{Repair this slot for %AMOUNT% units}
EVENT_TIMER	{REMAINING: %TIME%}
TIMED_GOTO	{Head to the marked destination
Deactivate the console
<HIGHLIGHT>%TIME%<>}
TIMED_GOTO_TITLE	{Time Critical Event}
SIGNAL_TIME_FAIL	{Event Failed}
BASE_SHARING_POPUP_AGREEMENT	{You can now share your base online for other players to discover.

Creating offensive or inappropriate bases with this feature enabled may have an adverse impact on your account’s standing.

Enable Base Sharing?}
BASE_SHARING_POPUP_HEADER	{Enable Base Sharing?}
AN_EXTREME_CHALLENGE	{An extreme challenge}
PERMADEATH_ENABLED	{Permadeath enabled. You will lose your save upon dying.}
STAT_WEAP_DMG	{Damage}
STAT_WEAP_MIN	{Mining}
STAT_WEAP_SCAN	{Scanner}
BASESTATS_PRISTINE	{EXPERIMENTAL}
BASESTATS_PRISTINE_L	{Experimental}
BASE_BUILDING_UPLOADING_TEXT	{Base Upload in Progress...}
UGC_TAGS_MODE_1	{Normal Mode}
UGC_TAGS_MODE_2	{Creative Mode}
UGC_TAGS_MODE_3	{Survival Mode}
UGC_TAGS_MODE_4	{Ambient Mode}
PC_MENU_BASE_ON	{Base Sharing: On}
PC_MENU_BASE_OFF	{Base Sharing: Off}
BLUEPRINT_TRADER	{Blueprint Trader}
NEW_BUILD_PRODUCT	{New building part learned!}
GAMEMODE_PERMADEATH	{Permadeath}
GAMEMODE_PERMADEATH_SUBTITLE	{Extreme survival challenge: save is wiped upon death}
GAMEMODE_PERMADEATH_SUB_SHORT	{Extreme survival challenge}
GAMEMODE_PERMADEATH_DESC	{All progress wiped upon death.
Face the risk of permanent character death with the increased hazards and dangers of Survival Mode gameplay.}
UI_TRADE_VALUE	{Value:}
UI_TRADE_RESERVE	{Reserve}
UI_TRADE_TRADEIN	{Trade In}
UI_BASE_STEAM	{Steam Workshop}
UI_DMG_NUMBERS	{Damage Numbers}
RENAME_VEHICLE	{Rename your Exocraft}
STATS_SHIP_ATTACK	{Damage Potential}
STATS_SHIP_SHIELD	{Shield Strength}
STATS_SHIP_HYPERDRIVE	{Hyperdrive Range}
STATS_WEAPON_ATTACK	{Damage Potential}
STATS_WEAPON_MINING	{Mining Yield}
STATS_WEAPON_SCANNER	{Scanner Range}
ADJACENCY_TEXT	{Link}
COMPARE_SCREEN_VALUE	{Value: <STAT>%TOTAL%<>}
CLASS_BONUS	{CLASS BONUS}
BASE_BUILDING_REPORT_CONFIRM	{Your report has been registered}
BASE_UPLOAD_HEADER	{UPLOAD YOUR BASE}
BASE_UPLOAD_SUBTITLE	{Take a screenshot and upload to Steam Workshop}
BASE_UPLOAD_SCREEN	{Screenshot}
CTRL_BTN_VEHI_ACCELERATE	{Accelerate}
CTRL_BTN_VEHI_BRAKE	{Brake Exocraft}
CTRL_ANLG_VEHI_BRAKE	{Brake Exocraft}
CTRL_ANLG_VEHI_BRAKE_ALT	{Brake Exocraft (Analogue)}
CTRL_BTN_VEHI_STEER	{Steer}
CTRL_BTN_VEHI_EXIT	{Exit Exocraft}
CTRL_BTN_VEHI_JUMP	{Vertical Thrust}
CTRL_BTN_VEHI_HORN	{Horn}
CTRL_BTN_VEHI_CHECK	{Place Checkpoint}
CTRL_BTN_VEHI_LEFT	{Left}
CTRL_BTN_VEHI_RIGHT	{Right}
CTRL_BTN_VEHI_BACK	{Reverse}
STATS_UNIT_DPS	{dps}
STATS_UNIT_LIGHTYEAR	{ly}
STATS_UNIT_METERS	{m}
STATS_UNIT_SHIELD	{ut}
SHOP_PRODUCT	{Product}
SHOP_BLUEPRINT	{Blueprint}
STANDING_UI_NEXT	{Next Rank (%STAND%) in: %NUM%}
MULTI_SHIP_BUY_ADD	{Purchase}
MULTI_SHIP_BUY_ADD_DESC	{Buy for full value and add to collection}
MULTI_SHIP_EXCHANGE	{Exchange}
MULTI_SHIP_EXCHANGE_DESC	{Trade in current property for a discount}
OPTIONS_VIEW_CTRLS_VEHICLE	{View Vehicle Controls}
PC_CONTROLS_VEHICLE_CONTROLS	{Vehicle Controls}
STATS_UI	{Stats}
VEHICLE_UI	{VEHICLE}
SIGNAL_TIME_FAIL_NOTIFY	{<TITLE>Time Critical Event<>
Event Failed
Return to your Base to retry}
SUIT_UNDERWATER	{Oxygen Tank}
CALLVEHICLE	{Terminal}
CTRL_BTN_SIGNAL_BOOSTER	{Signal Booster}
VEHICLE_OUT_OF_RANGE	{Exocraft out of range}
DISC_OWNER_PLAYER_VISITED	{Last visited: %DATETIME%}
DISC_OWNER_NEW	{First Contact}
DISC_OWNER_NOT_VISITED	{Unmapped}
BUILDING_OTHER_BASE_CREATED	{Created by:}
VEHICLE_BUILDING_DAMAGEDMACHINE	{Drop Pods}
VEHICLE_BUILDING_RUIN	{Ruins}
PC_GRAPHICS_LIGHTSHAFTS	{Light Shafts}
WORKSHOP_SAVING_DISABLED_TITLE	{Saving Disabled}
WORKSHOP_SAVING_DISABLED_DESC	{Saving is disabled when visiting another player's base using Steam Workshop}
WORKSHOP_SAVING_DISABLED_MENU	{Progress will not be saved when visiting another player's base using Steam Workshop}
WORKSHOP_SAVING_DISABLED_NOTIFY	{<TITLE>Saving Disabled<>
Progress will not be saved when visiting another
player's base using Steam Workshop.}
MENU_DAMAGE_NUMBERS_ON	{Damage Numbers: On}
MENU_DAMAGE_NUMBERS_OFF	{Damage Numbers: Off}
GAMEMODE_HELP_UNSUB	{Hold <IMG>GMRESTART<> to unsubscribe}
SELECT_BASE	{Select Base}
SELECT_BASE_U	{SELECT BASE}
VEHICLE_REVERSE	{Reverse}
VEHICLE_DELETECHECKPOINT	{Delete Checkpoint}
VEHICLE_FORWARD	{Accelerate}
VEHICLE_BRAKE	{Brake}
VEHICLE_EXIT	{Exit Exocraft}
VEHICLE_SHOOT	{Fire}
VEHICLE_CHANGEWEAPON	{Switch Weapon Mode}
VEHICLE_SCAN	{Scan}
VEHICLE_BOOST	{Boost}
VEHICLE_JUMP	{Vertical Thrust}
VEHICLE_HORN	{Horn}
VEHICLE_ADDCHECKPOINT	{Place Checkpoint}
NOTIFY_VEHICLE_FUEL_LOW	{EXOCRAFT FUEL AT %PERCENT%}
GENERIC_ERROR	{An error has been encountered}
STEAM_WORKSHOP_ERROR	{You do not have enough space in your Steam Cloud to upload this base.}
STEAM_WORKSHOP_UPLOAD	{Upload to Steam Workshop}
DNT_WORKSHIP_TAG_CREATIVE	{Creative Mode}
DNT_WORKSHIP_TAG_NORMAL	{Normal Mode}
DNT_WORKSHIP_TAG_SURVIVAL	{Survival Mode}
DNT_WORKSHIP_TAG_PERMADEATH	{Permadeath Mode}
DNT_WORKSHIP_TAG_UNKNOWN	{Unknown}
DNT_WORKSHIP_TAG_LUSH	{Lush}
DNT_WORKSHIP_TAG_TOXIC	{Toxic}
DNT_WORKSHIP_TAG_SCORCHED	{Scorched}
DNT_WORKSHIP_TAG_RADIOACTIVE	{Radioactive}
DNT_WORKSHIP_TAG_FROZEN	{Frozen}
DNT_WORKSHIP_TAG_BARREN	{Barren}
VEHICLE_BIKE_TITLE	{NOMAD}
VEHICLE_BIKE_TITLE_L	{Nomad}
VEHICLE_BUGGY_TITLE	{ROAMER}
VEHICLE_BUGGY_TITLE_L	{Roamer}
VEHICLE_TRUCK_TITLE	{COLOSSUS}
VEHICLE_TRUCK_TITLE_L	{Colossus}
VEHICLE_WHEELEDBIKE_TITLE	{PILGRIM}
VEHICLE_WHEELEDBIKE_TITLE_L	{Pilgrim}
VEHICLE_HOVERCRAFT_TITLE	{DRAGONFLY}
VEHICLE_HOVERCRAFT_TITLE_L	{Dragonfly}
VEHICLE_SUBMARINE_TITLE	{NAUTILON}
VEHICLE_SUBMARINE_TITLE_L	{Nautilon}
DNT_WORKSHIP_TAG_RACE	{Race Track}
STEAM_WORKSHOP_VALIDATION_ERROR	{An error has been encountered
Base complexity limit exceeded
Unable to upload base}
STEAM_WORKSHOP_VALIDATION_TITLE	{Error}
PS4_LOCK_FPS_ON	{Framerate lock: On}
PS4_LOCK_FPS_OFF	{Framerate lock: Off}
EDITING_RACE_GET_VEHICLE	{<TITLE>Editing Race Track<>
Get to your Exocraft
Create your Race Track by dropping <TECHNOLOGY>Checkpoints<> while driving}
EDITING_RACE	{<TITLE>Editing Race Track<>
Press <IMG>PLACE_RACE_NODE<> to drop <TECHNOLOGY>checkpoints<>
Remove checkpoints with <IMG>REMOVE_RACENODE<>
Return to the <TECHNOLOGY>Race Initiator<> to finish editing}
INTERACT_WITH_RACE	{<TITLE>Race Track<>
Press <IMG>HORN<> to start racing}
QUICK_MENU_TIP_VEHICLE_RESTART	{Restart Race}
RACE_GO	{INITIATING RACE}
RACE_CHECKPOINT	{Checkpoint %SPLIT%}
RACE_COMPLETE	{Race Complete %TIME% (Best %BESTTIME%).}
RACE_COMPLETE_BEST	{NEW RECORD
Race Complete %TIME%}
RACE_INTERFACE_TEXT	{Timed Exocraft Trial initialising.

Practice your Exocraft handling and acceleration abilities using timed checkpoint-based tracks of your own creation. Share your best tracks online.

Exocraft can be compared and upgrades tested to achieve optimal times.

Best Time of Track Creator: %TIME%}
RACE_OPTION_EDIT	{Edit Track}
RACE_OPTION_CLEAR	{Clear Checkpoints}
RACE_OPTION_FINISH	{Finish Editing Track}
RACE_OPTION_UPLOAD	{Upload Race Track}
VEHICLE_RACE_TITLE_L	{Race Track Terminal}
RACE_OPTION_START	{Start Race}
RACE_EDIT_SECTION	{Edit Stage %STAGE_NUMBER%}
RACE_OPTION_EDIT_NEW	{Create New Track}
RACE_CREATED	{Race Track Created}
RACE_EDIT_CANCELLED	{Edit Finished}
RACE_FINISHED	{Race Finished}
RACE_REMOVED_CHECKPOINT	{Checkpoint Removed}
RACE_ACTIVE	{<TITLE>Race Active<>
Drive through checkpoints
Restart with <IMG>QUICK_MENU<>
Time: %TIME%}
INTERACT_WITH_RACE_ON_FOOT	{<TITLE>Race Track<>
Interact with the <TECHNOLOGY>Race Initiator<> to start racing}
RACE_CANCELLED	{Race Cancelled}
RACE_COMPLETE_BEST_GUEST	{TRACK RECORD BEATEN
Race Complete %TIME%}
RACE_COUNTDOWN	{<TITLE>Race Active<>
Drive through checkpoints
Restart with <IMG>QUICK_MENU<>}
EDITING_FINISHED_RACE	{<TITLE>Editing Race Track<>
Press <IMG>PLACE_RACE_NODE<> to drop <TECHNOLOGY>checkpoints<>
Remove checkpoints with <IMG>REMOVE_RACENODE<>
Press <IMG>HORN<> to start racing}
BLD_WALL_NAME	{WALL}
BLD_WALL_NAME_L	{Wall}
BLD_WALL_DESCRIPTION	{Reinforced <TECHNOLOGY>Wall Module<>, widespread in basic structures across the galaxy.

Conforms to Universal Building Standards 2.3b, ensuring maximum compatibility with other prefab structures. Rapid grid snapping allows for quick assembly of custom shelter layouts.}
BLD_WALL_SUBTITLE	{Decoration}
BLD_CORNERPOST_NAME	{LINKING POST}
BLD_CORNERPOST_NAME_L	{Linking Post}
BLD_CORNERPOST_DESCRIPTION	{Basic structural item used in conjunction with wall modules to create 90 degree corners.}
BLD_CORNERPOST_SUBTITLE	{Construction module}
BLD_ROOMFLOOR_NAME	{ROOF PLATFORM}
BLD_ROOMFLOOR_NAME_L	{Roof Platform}
BLD_ROOMFLOOR_DESCRIPTION	{Basic structural item used in conjunction with wall modules to create platforms able to support considerable weight.}
BLD_ROOMFLOOR_SUBTITLE	{Construction module}
BLD_CYLINDERSHAPE_NAME	{CYLINDER}
BLD_CYLINDERSHAPE_NAME_L	{Cylinder}
BLD_CYLINDERSHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_CYLINDERSHAPE_SUBTITLE	{Decoration}
BLD_CUBESHAPE_NAME	{CUBE}
BLD_CUBESHAPE_NAME_L	{Cube}
BLD_CUBESHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_CUBESHAPE_SUBTITLE	{Decoration}
BLD_SPHERESHAPE_NAME	{SPHERE}
BLD_SPHERESHAPE_NAME_L	{Sphere}
BLD_SPHERESHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_SPHERESHAPE_SUBTITLE	{Decoration}
BLD_BUILDSHIELD_NAME	{SHIELDING DOME}
BLD_BUILDSHIELD_NAME_L	{Shielding Dome}
BLD_BUILDSHIELD_DESCRIPTION	{A temporary buildable shield which protects the user from harsh environmental damage.}
BLD_BUILDSHIELD_SUBTITLE	{Temporary buildable shield}
BLD_BIOROOM_NAME	{BIO-DOME}
BLD_BIOROOM_NAME_L	{Bio-Dome}
BLD_BIOROOM_DESCRIPTION	{An attractive domed room which is perfect for cultivating a wide range of botanical matter.}
BLD_BIOROOM_SUBTITLE	{Construction module}
BLD_CURVEDROOF_NAME	{CURVED CUBOID ROOF}
BLD_CURVEDROOF_NAME_L	{Curved Cuboid Roof}
BLD_CURVEDROOF_DESCRIPTION	{A curved, glass-fronted roof module that can be stacked or linked to form larger structures.}
BLD_CURVEDROOF_SUBTITLE	{Construction module}
BLD_CURVEDWALL_NAME	{CURVED CUBOID WALL}
BLD_CURVEDWALL_NAME_L	{Curved Cuboid Wall}
BLD_CURVEDWALL_DESCRIPTION	{A curved, cuboid wall module that can be stacked or linked to form larger structures.}
BLD_CURVEDWALL_SUBTITLE	{Construction module}
BLD_GLASSCUBE_NAME	{GLASS CUBOID ROOM}
BLD_GLASSCUBE_NAME_L	{Glass Cuboid Room}
BLD_GLASSCUBE_DESCRIPTION	{A cuboid room module which is created almost entirely out of glass. Excellent for observing areas of natural beauty.}
BLD_GLASSCUBE_SUBTITLE	{Construction module}
BLD_CUBEFRAME_NAME	{CUBOID ROOM FRAME}
BLD_CUBEFRAME_NAME_L	{Cuboid Room Frame}
BLD_CUBEFRAME_DESCRIPTION	{Lightweight cuboid support structures which can be stacked or linked to form large industrial structures.}
BLD_CUBEFRAME_SUBTITLE	{Construction module}
BLD_CUBEINNERDOOR_NAME	{CUBOID INNER DOOR}
BLD_CUBEINNERDOOR_NAME_L	{Cuboid Inner Door}
BLD_CUBEINNERDOOR_DESCRIPTION	{An inner door module used to divide cuboid rooms.}
BLD_CUBEINNERDOOR_SUBTITLE	{Construction module}
BLD_CUBEINNERWALL_NAME	{CUBOID INNER WALL}
BLD_CUBEINNERWALL_NAME_L	{Cuboid Inner Wall}
BLD_CUBEINNERWALL_DESCRIPTION	{An inner wall module used to divide cuboid rooms.}
BLD_CUBEINNERWALL_SUBTITLE	{Construction module}
BLD_CUBEROOFCAP_NAME	{CUBOID ROOF CAP}
BLD_CUBEROOFCAP_NAME_L	{Cuboid Roof Cap}
BLD_CUBEROOFCAP_DESCRIPTION	{A cuboid roof cap used to decorate and reinforce the rooftops of cuboid structures.}
BLD_CUBEROOFCAP_SUBTITLE	{Construction module}
BLD_CUBEINTSTAIRS_NAME	{INTERIOR STAIRS}
BLD_CUBEINTSTAIRS_NAME_L	{Interior Stairs}
BLD_CUBEINTSTAIRS_DESCRIPTION	{A set of stairs to improve access inside cuboid structures.}
BLD_CUBEINTSTAIRS_SUBTITLE	{Construction module}
BLD_DOORVARIANT_NAME	{HOLO-DOOR}
BLD_DOORVARIANT_NAME_L	{Holo-Door}
BLD_DOORVARIANT_DESCRIPTION	{An elegant holographic door which allows quick access to any structure while regulating the temperature and toxicity of the interior.}
BLD_DOORVARIANT_SUBTITLE	{Construction module}
BLD_INFRALADDER_NAME	{INFRASTRUCTURE LADDER}
BLD_INFRALADDER_NAME_L	{Infrastructure Ladder}
BLD_INFRALADDER_DESCRIPTION	{A ladder used in conjunction with Structural Platforms to allow the user to reach great heights with ease.}
BLD_INFRALADDER_SUBTITLE	{Construction module}
BLD_COLOURLIGHT_NAME	{COLOURED LIGHT}
BLD_COLOURLIGHT_NAME_L	{Coloured Light}
BLD_BLUELIGHT_NAME	{BLUE LIGHT}
BLD_BLUELIGHT_NAME_L	{Blue Light}
BLD_PINKLIGHT_NAME	{PINK LIGHT}
BLD_PINKLIGHT_NAME_L	{Pink Light}
BLD_YELLOWLIGHT_NAME	{YELLOW LIGHT}
BLD_YELLOWLIGHT_NAME_L	{Yellow Light}
BLD_GREENLIGHT_NAME	{GREEN LIGHT}
BLD_GREENLIGHT_NAME_L	{Green Light}
BLD_REDLIGHT_NAME	{RED LIGHT}
BLD_REDLIGHT_NAME_L	{Red Light}
BLD_WHITELIGHT_NAME	{WHITE LIGHT}
BLD_WHITELIGHT_NAME_L	{White Light}
BLD_COLOURLIGHT_DESCRIPTION	{A coloured light for illuminating a user's base.}
BLD_COLOURLIGHT_SUBTITLE	{Decoration}
BLD_MAINROOMFRAME_NAME	{CYLINDRICAL ROOM FRAME}
BLD_MAINROOMFRAME_NAME_L	{Cylindrical Room Frame}
BLD_MAINROOMFRAME_DESCRIPTION	{A lightweight, industrial alternative to the standard Cylindrical Room.}
BLD_MAINROOMFRAME_SUBTITLE	{Construction module}
BLD_VIEWSPHERE_NAME	{VIEWING SPHERE}
BLD_VIEWSPHERE_NAME_L	{Viewing Sphere}
BLD_VIEWSPHERE_DESCRIPTION	{A self-contained spherical viewing platform which affords the user stunning views of the surrounding environment.}
BLD_VIEWSPHERE_SUBTITLE	{Construction module}
BLD_CREATHOLOGRAM_NAME	{CREATURE HOLOGRAM}
BLD_CREATHOLOGRAM_NAME_L	{Creature Hologram}
BLD_CREATHOLOGRAM_DESCRIPTION	{A decorative holographic representation of wildlife captured in the user's discovery log.}
BLD_CREATHOLOGRAM_SUBTITLE	{Environmental decoration}
BLD_CARBONPLANTER_NAME	{STANDING PLANTER}
BLD_CARBONPLANTER_NAME_L	{Standing Planter}
BLD_CARBONPLANTER_DESCRIPTION	{A standing planter system for indoor cultivation of agricultural crops.}
BLD_CARBONPLANTER_SUBTITLE	{Farming tech}
BLD_HEALTHSTATION_NAME	{HEALTH STATION}
BLD_HEALTHSTATION_NAME_L	{Health Station}
BLD_HEALTHSTATION_DESCRIPTION	{A wall mounted module that can be used to recharge health.}
BLD_HEALTHSTATION_SUBTITLE	{Health recharge module}
BLD_SHIELDSTATION_NAME	{SHIELD STATION}
BLD_SHIELDSTATION_NAME_L	{Shield Station}
BLD_SHIELDSTATION_DESCRIPTION	{A wall mounted module that can be used to recharge shields.}
BLD_SHIELDSTATION_SUBTITLE	{Shiled recharge module}
BLD_VISITORDECAL_NAME	{VISITOR DECAL}
BLD_VISITORDECAL_NAME_L	{Visitor Decal}
BLD_VISITORDECAL_DESCRIPTION	{Placeable decorative decal.}
BLD_VISITORDECAL_SUBTITLE	{Decoration}
BLD_WALLTALL_NAME	{LARGE WALL}
BLD_WALLTALL_NAME_L	{Large Wall}
BLD_WALLTALL_DESCRIPTION	{Basic structural buildable item.}
BLD_WALLTALL_SUBTITLE	{Decoration}
BLD_WEDGESHAPE_NAME	{LARGE WEDGE}
BLD_WEDGESHAPE_NAME_L	{Large Wedge}
BLD_WEDGESHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_WEDGESHAPE_SUBTITLE	{Decoration}
BLD_WEDGESMALLSHAPE_NAME	{SMALL WEDGE}
BLD_WEDGESMALLSHAPE_NAME_L	{Small Wedge}
BLD_WEDGESMALLSHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_WEDGESMALLSHAPE_SUBTITLE	{Decoration}
BLD_PYRAMIDSHAPE_NAME	{PYRAMID}
BLD_PYRAMIDSHAPE_NAME_L	{Pyramid}
BLD_PYRAMIDSHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_PYRAMIDSHAPE_SUBTITLE	{Decoration}
BLD_CURVEPIPESHAPE_NAME	{CURVED PIPE}
BLD_CURVEPIPESHAPE_NAME_L	{Curved Pipe}
BLD_CURVEPIPESHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_CURVEPIPESHAPE_SUBTITLE	{Decoration}
BLD_PIPESHAPE_NAME	{PIPE}
BLD_PIPESHAPE_NAME_L	{Pipe}
BLD_PIPESHAPE_DESCRIPTION	{Basic structural buildable item.}
BLD_PIPESHAPE_SUBTITLE	{Decoration}
BLD_CUBESOLID_NAME	{SOLID CUBE}
BLD_CUBESOLID_NAME_L	{Solid Cube}
BLD_CUBESOLID_DESCRIPTION	{A large solid cube.}
BLD_CUBESOLID_SUBTITLE	{Decoration}
BLD_MESSAGEMODULE_NAME	{MESSAGE MODULE}
BLD_MESSAGEMODULE_NAME_L	{Message Module}
BLD_MESSAGEMODULE_SUBTITLE	{Communications terminal}
BLD_MESSAGEMODULE_DESCRIPTION	{A small and accessible information container for leaving messages or viewing left messages and short strings of information.}
BLD_CORRIDORC_NAME	{CURVED CORRIDOR}
BLD_CORRIDORC_NAME_L	{Curved Corridor}
BLD_CORRIDORC_DESCRIPTION	{A sturdy, large corridor module for connecting rooms, with a curved bend.}
BLD_CORRIDORC_SUBTITLE	{Construction module}
BLD_GARAGE_M_NAME	{ROAMER GEOBAY}
BLD_GARAGE_M_NAME_L	{Roamer Geobay}
BLD_GARAGE_M_DESCRIPTION	{An underground secure parking facility for the Roamer medium Exocraft.}
BLD_GARAGE_M_SUBTITLE	{Construction module}
BLD_GARAGE_S_NAME	{NOMAD GEOBAY}
BLD_GARAGE_S_NAME_L	{Nomad Geobay}
BLD_GARAGE_S_DESCRIPTION	{An underground secure parking facility for the Nomad light Exocraft.}
BLD_GARAGE_S_SUBTITLE	{Construction module}
BLD_GARAGE_L_NAME	{COLOSSUS GEOBAY}
BLD_GARAGE_L_NAME_L	{Colossus Geobay}
BLD_GARAGE_L_DESCRIPTION	{An underground secure parking facility for the Colossus large Exocraft.}
BLD_GARAGE_L_SUBTITLE	{Construction module}
BLD_GARAGE_B_NAME	{PILGRIM GEOBAY}
BLD_GARAGE_B_NAME_L	{Pilgrim Geobay}
BLD_GARAGE_B_DESCRIPTION	{An underground secure parking facility for the Pilgrim light Exocraft.}
BLD_GARAGE_B_SUBTITLE	{Construction module}
BLD_GARAGE_H_NAME	{DRAGONFLY GEOBAY}
BLD_GARAGE_H_NAME_L	{Dragonfly Geobay}
BLD_GARAGE_H_DESCRIPTION	{An underground secure parking facility for the Dragonfly light Exocraft.}
BLD_GARAGE_H_SUBTITLE	{Construction module}
BLD_GARAGE_SUB_NAME	{NAUTILON CHAMBER}
BLD_GARAGE_SUB_NAME_L	{Nautilon Chamber}
BLD_GARAGE_SUB_DESCRIPTION	{An advanced, fully-airlocked docking station for the Nautilon submarine.}
BLD_GARAGE_SUB_SUBTITLE	{Submarine Docking Bay}
BLD_MAINROOMCUBE_NAME	{SQUARE ROOM}
BLD_MAINROOMCUBE_NAME_L	{Square Room}
BLD_MAINROOMCUBE_DESCRIPTION	{A square alternative to the core module for base construction, providing a generous central space on which to expand.}
BLD_MAINROOMCUBE_SUBTITLE	{Construction module}
BLD_RACE_STARTLINE_NAME	{RACE INITIATOR}
BLD_RACE_STARTLINE_NAME_L	{Race Initiator}
BLD_RACE_STARTLINE_DESCRIPTION	{This platform acts as the start and finish line for Exocraft field tests, allowing Travellers to practice manoeuvring and speed.}
BLD_RACE_STARTLINE_SUBTITLE	{Race Part}
BLD_RACE_CHECKPOINT_NAME	{RACE CHECKPOINT}
BLD_RACE_CHECKPOINT_NAME_L	{Race Checkpoint}
BLD_RACE_CHECKPOINT_DESCRIPTION	{Energy fields that trigger the completion of each race checkpoint.}
BLD_RACE_CHECKPOINT_SUBTITLE	{Race Part}
BLD_RACE_OBSTACLE_NAME	{RACE OBSTACLE}
BLD_RACE_OBSTACLE_NAME_L	{Race Obstacle}
BLD_RACE_OBSTACLE_DESCRIPTION	{Provides extra challenge for Exocraft races.}
BLD_RACE_OBSTACLE_SUBTITLE	{Race Part}
BLD_RACE_BOOST_NAME	{RACE FORCE AMPLIFIER}
BLD_RACE_BOOST_NAME_L	{Race Force Amplifier}
BLD_RACE_BOOST_DESCRIPTION	{Provides a boost to your Exocraft during races.}
BLD_RACE_BOOST_SUBTITLE	{Race Part}
BLD_LOWCURVEDWALL_NAME	{CURVED WALL}
BLD_LOWCURVEDWALL_NAME_L	{Curved Wall}
BLD_LOWCURVEDWALL_DESCRIPTION	{Basic structural buildable item.}
BLD_LOWCURVEDWALL_SUBTITLE	{Decoration}
NPC_HIRE_VEHICLES_DESC_1	{The technician has set up their equipment at the Exocraft Terminal. They offer me the schematic for the <TECHNOLOGY>Roamer Geobay<>. 

They have calmed since I last saw them, though I still feel a sense of dread within their eyes, of the paranoia that has sustained them across the stars. I do not know what I feel. I do not know whether I have made a mistake. But there is nothing to be done. The Vy'keen has honoured their word; I will honour mine.}
NPC_HIRE_VEHICLES_LANG_1	{Interloper! I will do as I promised; build a <TECHNOLOGY>Roamer Geobay<> from this schematic and my Exocraft shall be yours, unworthy though you may be. Now excuse me; I must ensure this location is defensible, should my people try to find me...}
NPC_HIRE_VEHICLES_OPT_A_1	{It's good to have you here.}
NPC_HIRE_VEHICLES_RES_A_1	{‘It is not good, Traveller. It is a necessary evil. I fled the Vy'keen armada across a hundred worlds within the pit of that Exocraft; let's see how long you can stay alive.’}
NPC_HIRE_VEHICLES_DESC_2	{The technician promises to give me an <TECHNOLOGY>Exocraft Signal Booster<> once I have built the <TECHNOLOGY>Roamer Geobay<>. 

When I approach them, I notice a photograph on their display, quickly swept away and hidden when they see me coming. I cannot be certain, but it looked as if it showed the technician standing with other members of its species. 

It might have been their family, if the Vy'keen have such a concept.}
NPC_HIRE_VEHICLES_LANG_2	{Interloper! Have you constructed the Roamer Geobay? Grah! Tell me once you have; we must scan this world, we must find its signals, its secrets...}
NPC_HIRE_VEHICLES_OPT_A_2	{I've built the Roamer Geobay.}
NPC_HIRE_VEHICLES_RES_A_2	{‘Good. Here is the blueprint for the Exocraft Signal Booster. This augmentation will allow you to discover buildings and signals from afar. But interloper, know that it disgusts me that you lack so much knowledge...’}
NPC_HIRE_VEHICLES_OPT_B_2	{I'm not ready yet.}
NPC_HIRE_VEHICLES_RES_B_2	{‘Grah! You are a pathetic child, no better than a Gek! Leave me and do as I require, lest I strike you down where you stand!’}
NPC_HIRE_VEHICLES_DESC_3	{The technician requires me to construct an <TECHNOLOGY>Exocraft Signal Booster<>. First we must gather intelligence regarding our surroundings; weapons will come later.

The more time I spend with this creature, the less they remind me of the other Vy'keen I have encountered. Although the threats are still there, there is a passion within them for more than just killing. 

Who can say what life it might have lived? What life I might have lived, if I was not born to explore these worlds?}
NPC_HIRE_VEHICLES_LANG_3	{Once we have the <TECHNOLOGY>Exocraft Signal Booster<>, we can map this planet. Traveller, know that my race were once more than just warriors; we were explorers, defenders of these worlds. Before the Sentinels. Before Hirk and his great folly...}
NPC_HIRE_VEHICLES_OPT_A_3	{I've built the Exocraft Signal Booster.}
NPC_HIRE_VEHICLES_RES_A_3	{‘Good. Here are the weapon blueprints as promised; for what we must do, we must prepare for every eventuality...’}
NPC_HIRE_VEHICLES_OPT_B_3	{I'm not ready yet.}
NPC_HIRE_VEHICLES_RES_B_3	{‘It is for this that my people shall exterminate me, and you can only blather?! Grah! To work! To work, interloper!’}
NPC_HIRE_VEHICLES_DESC_4	{The technician requires me to use my <TECHNOLOGY>Exocraft Signal Booster<> to locate a depot and steal the <SPECIAL>Armadium<> from within; it will use this substance to create an <TECHNOLOGY>Exocraft Acceleration Module.<>
